Customer_ID,Age (years),Gender,Income ($),Geographic Location
766,27,Male,66155,City B
767,47,Female,95363,City A
768,26,Male,132485,City A
769,55,Male,126645,City C
770,29,Male,50735,City C
771,46,Male,105847,City A
772,69,Male,111040,City A
773,55,Male,68655,City B
774,58,Male,89912,City A
775,60,Male,146765,City C
776,29,Male,85333,City A
777,50,Male,149898,City B
778,66,Female,92080,City C
779,66,Male,56345,City A
780,43,Male,94546,City B
781,46,Male,48827,City C
782,60,Male,24047,City A
783,31,Female,39358,City C
784,53,Female,86069,City C
785,35,Male,110095,City C
786,38,Female,121053,City C
787,47,Female,146612,City A
788,37,Male,78700,City B
789,24,Male,29593,City B
790,44,Male,84970,City A
791,29,Male,110396,City B
792,26,Male,84081,City B
793,49,Male,61977,City C
794,39,Female,94553,City B
795,33,Female,149012,City B
796,31,Male,82157,City C
797,51,Female,132979,City A
798,39,Female,36066,City C
799,66,Male,48161,City A
800,59,Female,131850,City A
801,25,Female,91109,City B
802,39,Male,36939,City C
803,37,Female,62818,City C
804,22,Male,81577,City A
805,28,Female,73273,City C
806,22,Female,63784,City A
807,27,Male,94032,City B
808,66,Female,77177,City B
809,47,Male,131232,City B
810,59,Male,24612,City C
811,60,Female,126035,City B
812,27,Male,29545,City C
813,37,Male,89567,City A
814,56,Male,76871,City B
815,30,Male,74597,City A
816,43,Male,129322,City B
817,31,Male,85996,City C
818,29,Female,55612,City C
819,51,Female,61349,City A
820,56,Male,52353,City A
821,43,Male,66266,City C
822,54,Male,84818,City B
823,25,Male,117103,City A
824,58,Female,141268,City C
825,47,Male,29945,City C
826,36,Male,21986,City C
827,67,Male,121087,City A
828,45,Female,99790,City A
829,44,Male,23893,City C
830,67,Male,32121,City C
831,59,Male,95111,City B
832,48,Male,25756,City B
833,20,Male,127592,City C
834,65,Female,31762,City A
835,69,Male,117586,City B
836,29,Female,80751,City C
837,58,Female,65171,City B
838,36,Male,120471,City C
839,51,Male,108852,City C
840,24,Female,54335,City B
841,67,Male,145239,City C
842,24,Female,89468,City A
843,40,Female,81724,City A
844,27,Male,21935,City B
845,47,Female,136569,City C
846,44,Female,120775,City B
847,54,Male,44709,City B
848,21,Female,91578,City B
849,21,Male,124630,City C
850,43,Male,84605,City A
851,69,Male,108792,City B
852,19,Female,87073,City B
853,47,Male,118799,City B
854,22,Male,25042,City A
855,55,Male,50011,City C
856,64,Male,112405,City C
857,22,Male,30806,City B
858,54,Female,75596,City A
859,40,Female,116565,City C
860,38,Female,126805,City B
861,51,Male,84749,City B
862,53,Female,80379,City B
863,55,Male,100268,City C
864,62,Female,104942,City A
865,35,Male,99685,City B
866,26,Male,125147,City A
867,66,Female,79564,City B
868,31,Male,88844,City B
869,58,Male,36354,City C
870,62,Male,54612,City B
871,67,Male,95976,City B
872,61,Female,81485,City C
873,63,Male,135604,City C
874,20,Female,44321,City C
875,29,Male,144477,City A
876,42,Female,45293,City B
877,34,Female,65208,City B
878,49,Male,91034,City B
879,39,Female,109304,City A
880,29,Female,66610,City C
881,21,Male,75593,City A
882,31,Male,74818,City B
883,23,Male,74467,City B
884,23,Male,74664,City A
885,43,Male,62302,City B
886,36,Male,65960,City B
887,36,Male,134773,City A
888,36,Male,61532,City B
889,49,Female,101471,City B
890,55,Female,123219,City C
891,59,Male,137588,City B
892,43,Male,80666,City A
893,56,Male,147583,City B
894,29,Male,81207,City A
895,37,Female,145426,City C
896,41,Male,49637,City B
897,56,Male,68525,City A
898,64,Male,55426,City B
899,28,Male,72802,City C
900,27,Male,83048,City A
901,27,Male,65084,City C
902,28,Male,64971,City B
903,53,Female,71939,City B
904,24,Male,81604,City C
905,24,Male,71489,City A
906,34,Male,55801,City C
907,66,Female,67356,City C
908,69,Male,120544,City A
909,57,Female,40496,City A
910,62,Male,24920,City B
911,59,Female,79972,City A
912,24,Male,145021,City C
913,30,Male,50016,City B
914,34,Male,121770,City A
915,56,Male,65782,City B
916,58,Male,59072,City A
917,68,Female,83509,City A
918,69,Female,30406,City C
919,53,Female,93875,City A
920,32,Female,58055,City B
921,59,Male,85631,City B
922,43,Male,127760,City C
923,49,Male,143009,City A
924,44,Male,102701,City C
925,27,Male,50907,City C
926,39,Male,52740,City A
927,30,Male,147551,City A
928,22,Male,23659,City A
929,34,Male,62651,City A
930,43,Female,50024,City C
931,23,Male,85037,City A
932,30,Male,20302,City C
933,43,Male,144057,City C
934,28,Male,100367,City B
935,33,Female,51108,City C
936,63,Female,135029,City C
937,61,Male,110695,City B
938,19,Female,99688,City A
939,65,Female,142660,City C
940,22,Female,125826,City C
941,40,Male,87327,City C
942,57,Male,53469,City B
943,69,Male,134647,City A
944,23,Male,114194,City C
945,47,Female,69916,City A
946,38,Female,51485,City C
947,28,Male,58162,City C
948,32,Male,113211,City C
949,57,Female,143314,City A
950,29,Male,74082,City C
951,23,Female,100010,City B
952,66,Male,109925,City B
953,48,Female,146542,City A
954,18,Male,117758,City C
955,25,Male,120889,City A
956,38,Male,135288,City C
957,63,Male,49610,City B
958,69,Male,40642,City A
959,30,Male,121778,City B
960,43,Male,87232,City A
961,22,Female,108233,City A
962,40,Male,33646,City C
963,45,Male,50565,City A
964,50,Male,52441,City B
965,55,Female,24242,City C
966,25,Male,77637,City A
967,26,Male,62851,City B
968,18,Male,132238,City A
969,22,Male,80960,City C
970,24,Female,89099,City C
971,28,Male,28127,City C
972,49,Male,82200,City B
973,58,Male,81208,City C
974,55,Female,88679,City B
975,61,Male,53759,City B
976,20,Male,136382,City A
977,32,Male,139429,City C
978,18,Male,67666,City A
979,68,Male,51888,City B
980,22,Female,122466,City C
981,52,Male,95544,City B
982,61,Female,38585,City A
983,52,Male,126099,City B
984,61,Male,97230,City B
985,58,Male,128317,City B
986,18,Male,42132,City B
987,32,Female,60013,City A
988,66,Female,133915,City B
989,32,Male,34882,City C
990,20,Male,125008,City B
991,60,Male,110541,City C
992,46,Male,50158,City A
993,21,Female,85411,City A
994,53,Female,55892,City A
995,27,Male,39968,City C
996,38,Male,87845,City C
997,25,Male,138826,City B
998,27,Male,89532,City B
999,35,Male,82275,City C
1000,37,Male,142898,City C
1001,56,Male,30765,City C
1002,37,Female,141169,City B
1003,40,Male,74668,City C
1004,23,Male,60808,City A
1005,54,Male,82403,City A
1006,62,Female,120226,City C
1007,50,Female,82774,City A
1008,56,Female,46589,City B
1009,35,Male,94180,City A
1010,53,Male,108673,City A
1011,38,Male,118811,City B
1012,32,Male,21727,City A
1013,52,Female,85993,City B
1014,20,Male,33796,City C
1015,66,Male,47036,City B
1016,19,Female,28935,City C
1017,40,Male,145919,City A
1018,41,Female,145093,City B
1019,41,Male,40901,City A
1020,21,Male,37153,City C
1021,68,Male,119122,City C
1022,24,Male,84968,City A
1023,69,Female,107597,City B
1024,31,Male,51997,City B
1025,54,Female,49747,City B
1026,18,Female,61674,City C
1027,63,Male,33600,City C
1028,49,Male,25038,City A
1029,26,Male,110589,City A
1030,49,Female,73843,City B
1031,43,Male,96016,City A
1032,36,Male,149342,City A
1033,32,Female,25895,City A
1034,38,Male,101748,City B
1035,51,Male,147825,City A
1036,32,Male,68455,City B
1037,47,Female,69203,City B
1038,57,Male,94799,City C
1039,29,Male,134486,City C
1040,34,Male,76544,City B
1041,19,Male,65199,City C
1042,68,Male,110868,City B
1043,56,Male,103168,City B
1044,29,Female,26287,City B
1045,30,Male,92864,City C
1046,69,Male,144553,City A
1047,64,Female,127648,City A
1048,49,Female,88897,City A
1049,58,Female,137673,City B
1050,30,Male,126161,City C
1051,48,Female,95743,City C
1052,32,Female,21075,City B
1053,25,Male,69509,City C
1054,33,Male,78216,City B
1055,52,Male,139275,City B
1056,37,Female,73389,City A
1057,55,Male,47110,City C
1058,66,Male,136414,City A
1059,60,Male,128726,City A
1060,61,Male,92840,City C
1061,23,Female,45933,City B
1062,30,Male,41500,City B
1063,22,Male,115768,City A
1064,38,Male,82954,City B
1065,36,Male,120521,City B
1066,44,Female,29422,City A
1067,26,Female,128561,City B
1068,52,Male,62016,City C
1069,44,Female,124856,City B
1070,26,Female,133710,City B
1071,40,Female,65811,City A
1072,56,Male,21599,City C
1073,22,Male,130519,City B
1074,35,Male,67251,City A
1075,31,Male,60485,City A
1076,55,Male,50704,City B
1077,56,Male,121892,City A
1078,32,Male,21433,City C
1079,30,Male,123619,City C
1080,66,Male,142891,City B
1081,49,Male,37582,City A
1082,25,Female,73505,City B
1083,40,Male,27701,City A
1084,21,Male,125683,City C
1085,20,Male,82646,City C
1086,37,Male,88136,City A
1087,64,Female,70244,City A
1088,36,Male,84619,City A
1089,26,Female,60046,City A
1090,23,Female,93281,City A
1091,51,Male,44842,City A
1092,47,Female,110987,City B
1093,43,Male,139666,City A
1094,59,Female,57785,City B
1095,47,Male,45896,City B
1096,59,Male,60706,City B
1097,21,Male,50084,City C
1098,53,Male,69815,City C
1099,56,Male,89158,City B
1100,40,Male,143513,City B
1101,50,Male,72639,City B
1102,34,Male,98694,City A
1103,63,Male,55034,City B
1104,53,Male,140700,City A
1105,61,Male,91467,City C
1106,18,Male,41149,City A
1107,38,Male,82138,City A
1108,59,Male,127490,City A
1109,20,Female,48149,City B
1110,23,Male,35931,City A
1111,24,Female,104826,City C
1112,58,Female,108495,City C
1113,28,Female,113358,City A
1114,44,Female,52082,City A
1115,64,Male,101119,City A
1116,62,Male,142136,City A
1117,62,Male,140821,City C
1118,31,Female,37762,City C
1119,29,Female,52480,City C
1120,39,Female,88651,City B
1121,43,Male,100371,City A
1122,25,Male,71612,City C
1123,25,Male,70217,City B
1124,49,Male,137365,City B
1125,24,Female,39261,City B
1126,23,Male,89349,City B
1127,25,Male,40517,City A
1128,61,Male,102062,City C
1129,62,Male,28213,City A
1130,21,Male,120098,City B
1131,26,Male,79917,City A
1132,44,Male,21331,City C
1133,64,Male,113410,City B
1134,61,Female,129892,City B
1135,56,Female,69122,City B
1136,29,Female,66097,City C
1137,63,Female,95977,City A
1138,59,Male,95898,City A
1139,63,Male,24728,City B
1140,32,Female,141759,City B
1141,48,Female,37032,City C
1142,39,Male,66415,City A
1143,45,Male,30366,City A
1144,53,Male,112100,City A
1145,32,Male,57903,City B
1146,59,Male,126824,City C
1147,54,Male,126988,City B
1148,36,Male,68188,City B
1149,51,Male,131593,City C
1150,32,Female,144022,City C
1151,66,Female,65390,City A
1152,52,Male,74931,City B
1153,67,Male,55685,City B
1154,29,Male,38367,City C
1155,62,Male,93284,City B
1156,18,Female,27996,City B
1157,30,Male,83990,City B
1158,30,Female,121743,City A
1159,66,Male,52603,City B
1160,51,Male,149973,City C
1161,20,Female,40468,City B
1162,52,Male,120241,City C
1163,20,Male,138764,City C
1164,42,Male,79788,City B
1165,50,Female,124812,City A
1166,43,Male,111647,City B
1167,45,Male,47732,City B
1168,34,Male,30410,City B
1169,54,Female,53932,City C
1170,32,Male,123715,City C
1171,29,Male,34211,City C
1172,22,Female,127411,City B
1173,51,Male,21028,City B
1174,40,Male,28881,City B
1175,22,Male,77481,City A
1176,36,Male,124972,City A
1177,46,Male,111255,City C
1178,29,Male,111106,City C
1179,40,Male,49372,City B
1180,61,Male,148625,City C
1181,52,Male,102183,City C
1182,69,Male,63120,City A
1183,23,Male,128926,City A
1184,21,Female,63448,City A
1185,53,Male,29066,City B
1186,66,Female,111453,City C
1187,67,Female,67449,City A
1188,35,Male,103332,City B
1189,63,Female,125391,City B
1190,55,Male,30404,City C
1191,66,Female,102988,City A
1192,30,Female,118523,City B
1193,30,Male,80470,City A
1194,61,Female,135780,City A
1195,57,Male,136879,City A
1196,60,Male,47529,City A
1197,33,Male,41861,City C
1198,65,Male,141690,City C
1199,61,Male,68137,City B
1200,57,Male,82216,City B
1201,30,Female,45380,City C
1202,67,Male,109590,City B
1203,68,Female,115138,City A
1204,69,Female,109659,City A
1205,63,Male,128968,City B
1206,64,Male,45419,City C
1207,59,Female,113107,City B
1208,20,Male,38511,City C
1209,46,Female,48698,City B
1210,26,Male,23834,City B
1211,26,Female,57408,City B
1212,64,Male,148047,City C
1213,44,Male,118183,City B
1214,51,Female,67388,City B
1215,34,Male,21939,City A
1216,29,Female,41855,City A
1217,24,Male,73388,City B
1218,25,Male,110701,City C
1219,57,Male,52805,City C
1220,34,Female,136928,City C
1221,41,Male,119276,City A
1222,27,Male,108701,City C
1223,65,Female,71541,City C
1224,41,Female,94104,City B
1225,36,Male,80586,City B
1226,39,Female,124355,City B
1227,65,Female,61707,City B
1228,48,Female,148922,City A
1229,27,Female,38102,City A
1230,52,Female,58608,City C
1231,61,Female,90295,City B
1232,62,Female,141436,City A
1233,34,Female,123936,City A
1234,59,Female,89109,City A
1235,33,Female,99574,City A
1236,67,Female,25288,City C
1237,25,Female,131308,City A
1238,48,Female,69454,City B
1239,32,Female,91788,City A
1240,51,Female,35802,City B
1241,58,Female,95010,City C
1242,52,Female,129294,City B
1243,66,Female,29557,City A
1244,57,Female,90200,City B
1245,62,Female,41999,City C
1246,42,Female,78565,City A
1247,55,Female,32006,City B
1248,69,Female,60578,City A
1249,67,Female,83257,City A
1250,19,Female,66472,City C
1251,19,Female,44317,City C
1252,22,Female,135101,City A
1253,62,Female,49513,City B
1254,56,Female,47440,City B
1255,30,Female,96143,City B
1256,56,Female,20203,City C
1257,35,Female,139567,City A
1258,67,Female,52817,City A
1259,38,Female,71220,City C
1260,23,Female,20386,City B
1261,28,Female,48025,City C
1262,35,Female,32231,City C
1263,49,Female,63517,City A
1264,26,Female,46940,City C
1265,45,Female,84668,City C
1266,59,Female,36500,City B
1267,44,Female,141186,City A
1268,53,Female,82111,City C
1269,66,Female,71778,City B
1270,32,Female,34764,City C
1271,59,Female,23515,City C
1272,24,Female,39161,City B
1273,69,Female,118417,City B
1274,35,Female,86462,City C
1275,53,Female,56271,City B
1276,27,Female,77154,City A
1277,32,Female,71145,City B
1278,22,Female,80911,City C
1279,48,Female,80115,City C
1280,50,Female,119947,City A
1281,34,Female,126413,City A
1282,62,Female,121441,City C
1283,67,Female,134245,City A
1284,37,Female,85998,City C
1285,60,Female,112481,City A
1286,40,Female,80650,City C
1287,49,Female,64721,City C
1288,40,Female,75555,City B
1289,46,Female,104627,City A
1290,23,Female,89607,City B
1291,63,Female,80604,City C
1292,46,Female,66912,City B
1293,58,Female,29821,City A
1294,29,Female,62211,City C
1295,21,Female,99143,City A
1296,67,Female,148516,City C
1297,39,Female,136313,City A
1298,41,Female,43224,City A
1299,48,Female,127561,City A
1300,30,Female,112806,City C
1301,64,Female,47258,City C
1302,68,Female,45696,City B
1303,57,Female,123108,City B
1304,61,Female,51411,City B
1305,66,Female,20373,City A
1306,63,Female,127457,City C
1307,38,Female,34150,City C
1308,67,Female,135407,City A
1309,30,Female,80549,City C
1310,53,Female,71674,City C
1311,62,Female,139082,City A
1312,46,Female,145662,City C
1313,68,Female,41914,City A
1314,53,Female,42774,City A
1315,18,Female,34275,City A
1316,29,Female,144251,City B
1317,65,Female,104663,City A
1318,58,Female,33118,City B
1319,44,Female,113204,City C
1320,48,Female,94427,City A
1321,59,Female,143817,City C
1322,41,Female,61254,City C
1323,49,Female,78162,City B
1324,40,Female,62004,City A
1325,51,Female,104097,City C
1326,38,Female,36823,City C
1327,59,Female,71625,City B
1328,24,Female,116197,City A
1329,36,Female,126267,City B
1330,41,Female,32861,City B
1331,48,Female,136492,City C
1332,18,Female,47094,City B
1333,57,Female,88727,City C
1334,26,Female,143317,City A
1335,37,Female,136930,City A
1336,27,Female,61548,City A
1337,66,Female,59322,City A
1338,23,Female,145809,City A
1339,61,Female,101806,City C
1340,60,Female,82321,City C
1341,22,Female,141688,City A
1342,69,Female,65606,City A
1343,40,Female,71242,City A
1344,33,Female,99541,City C
1345,47,Female,51252,City C
1346,22,Female,75387,City C
1347,36,Female,120283,City B
1348,60,Female,98345,City C
1349,48,Female,103901,City B
1350,27,Female,21841,City A
1351,54,Female,70682,City C
1352,55,Female,135417,City C
1353,19,Female,92152,City A
1354,18,Female,114057,City C
1355,28,Female,110244,City C
1356,42,Female,112997,City B
1357,38,Female,148637,City C
1358,23,Female,124841,City C
1359,20,Female,34928,City C
1360,60,Female,34497,City C
1361,51,Female,126865,City C
1362,68,Female,39024,City B
1363,44,Female,114658,City A
1364,69,Female,94478,City B
1365,49,Female,121081,City A
1366,30,Female,140267,City C
1367,39,Female,22489,City B
1368,46,Female,87085,City C
1369,57,Female,71456,City C
1370,66,Female,84606,City C
1371,26,Female,127656,City A
1372,45,Female,59873,City B
1373,62,Female,23430,City A
1374,54,Female,106241,City B
1375,53,Female,145695,City A
1376,47,Female,65497,City A
1377,45,Female,53768,City A
1378,28,Female,69946,City C
1379,56,Female,79877,City C
1380,51,Female,46330,City A
1381,31,Female,126812,City C
1382,23,Female,45091,City B
1383,53,Female,94571,City A
1384,18,Female,44862,City B
1385,53,Female,29763,City C
1386,45,Female,79248,City B
1387,38,Female,33550,City A
1388,44,Female,124258,City C
1389,66,Female,100653,City A
1390,43,Female,102954,City A
1391,21,Female,128427,City C
1392,40,Female,28976,City C
1393,27,Female,46825,City B
1394,53,Female,33220,City B
1395,57,Female,46208,City C
1396,32,Female,88966,City C
1397,40,Female,114314,City B
1398,20,Female,95318,City C
1399,65,Female,45579,City A
1400,33,Female,91269,City B
1401,36,Female,146718,City B
1402,60,Female,118754,City B
1403,42,Female,123380,City B
1404,55,Female,136542,City A
1405,26,Female,50170,City A
1406,41,Female,73697,City A
1407,29,Female,72725,City A
1408,59,Female,59702,City B
1409,19,Female,36945,City B
1410,44,Female,72133,City C
1411,55,Female,116349,City A
1412,65,Female,102632,City B
1413,39,Female,41778,City C
1414,68,Female,42382,City C
1415,53,Female,77815,City A
1416,49,Female,118683,City C
1417,40,Female,51384,City C
1418,53,Female,34082,City A
1419,23,Female,98941,City C
1420,66,Female,86936,City C
1421,18,Female,98601,City A
1422,40,Female,80380,City A
1423,57,Female,138630,City C
1424,65,Female,35932,City B
1425,52,Female,37337,City B
1426,25,Female,114948,City B
1427,56,Female,72392,City B
1428,28,Female,58192,City A
1429,59,Female,42819,City A
1430,55,Female,118046,City B
1431,36,Female,108301,City B
1432,24,Female,36015,City C
1433,66,Female,110102,City B
1434,26,Female,92492,City B
1435,22,Female,58686,City B
1436,36,Female,92002,City B
1437,25,Female,106410,City C
1438,26,Female,79874,City B
1439,36,Female,128733,City C
1440,32,Female,25588,City C
1441,26,Female,126299,City A
1442,61,Female,32932,City C
1443,36,Female,36084,City B
1444,42,Female,133898,City C
1445,59,Female,105540,City C
1446,24,Female,93209,City C
1447,67,Female,106413,City A
1448,54,Female,20146,City B
1449,50,Female,96195,City B
1450,35,Female,98694,City A
1451,30,Female,71039,City B
1452,53,Female,130623,City B
1453,19,Female,124046,City C
1454,31,Female,29564,City B
1455,53,Female,124327,City C
1456,40,Female,64744,City B
1457,24,Female,134884,City C
1458,38,Female,40697,City B
1459,61,Female,22363,City C
1460,54,Female,79165,City B
1461,58,Female,101542,City A
1462,21,Female,105567,City C
1463,55,Female,66624,City A
1464,41,Female,59218,City A
1465,42,Female,45029,City B
1466,31,Female,110313,City B
1467,51,Female,116645,City B
1468,53,Female,41192,City C
1469,48,Female,113977,City A
1470,30,Female,122520,City C
1471,23,Female,112682,City A
1472,37,Female,26209,City C
1473,36,Female,101312,City C
1474,66,Female,109989,City B
1475,24,Female,73977,City A
1476,57,Female,70787,City A
1477,37,Female,122448,City A
1478,23,Female,21524,City B
1479,68,Female,48959,City C
1480,43,Female,139980,City A
1481,59,Female,38663,City B
1482,26,Female,22330,City A
1483,62,Female,130818,City C
1484,26,Female,144657,City C
1485,53,Female,78983,City B
1486,42,Female,36065,City A
1487,49,Female,41043,City A
1488,51,Female,136243,City B
1489,35,Female,40274,City C
1490,57,Female,125867,City B
1491,34,Female,43515,City C
1492,21,Female,97917,City C
1493,32,Female,47608,City A
1494,19,Female,53648,City A
1495,59,Female,78693,City C
1496,55,Female,45965,City A
1497,23,Female,82942,City A
1498,62,Female,138624,City B
1499,51,Female,119347,City B
1500,48,Female,122793,City B
